GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,BHI001
GIS Join match code,Datafile year,State Name,State Code,County Name,County Code,Census Tract Prefix Code,Census Tract Code,Census Tract Suffix Code,Area name,Total
G17003100879,1930,Illinois,17,Cook,031,"",0879,"",Tract    0879     in Chicago IL,7848
G17003100880,1930,Illinois,17,Cook,031,"",0880,"",Tract    0880     in Chicago IL,12816
G17003100881,1930,Illinois,17,Cook,031,"",0881,"",Tract    0881     in Chicago IL,8680
G17003100882,1930,Illinois,17,Cook,031,"",0882,"",Tract    0882     in Chicago IL,8407
G17003100883,1930,Illinois,17,Cook,031,"",0883,"",Tract    0883     in Chicago IL,6198
G17003100884,1930,Illinois,17,Cook,031,"",0884,"",Tract    0884     in Chicago IL,5476
G17003100885,1930,Illinois,17,Cook,031,"",0885,"",Tract    0885     in Chicago IL,6345
G17003100886,1930,Illinois,17,Cook,031,"",0886,"",Tract    0886     in Chicago IL,2489
G17003100887,1930,Illinois,17,Cook,031,"",0887,"",Tract    0887     in Chicago IL,997
G17003100888,1930,Illinois,17,Cook,031,"",0888,"",Tract    0888     in Chicago IL,4106
G17003100889,1930,Illinois,17,Cook,031,"",0889,"",Tract    0889     in Chicago IL,8097
G17003100890,1930,Illinois,17,Cook,031,"",0890,"",Tract    0890     in Chicago IL,4684
G17003100891,1930,Illinois,17,Cook,031,"",0891,"",Tract    0891     in Chicago IL,407
G17003100892,1930,Illinois,17,Cook,031,"",0892,"",Tract    0892     in Chicago IL,3605
G17003100893,1930,Illinois,17,Cook,031,"",0893,"",Tract    0893     in Chicago IL,6018
G17003100894,1930,Illinois,17,Cook,031,"",0894,"",Tract    0894     in Chicago IL,4038
G17003100895,1930,Illinois,17,Cook,031,"",0895,"",Tract    0895     in Chicago IL,1779
G17003100896,1930,Illinois,17,Cook,031,"",0896,"",Tract    0896     in Chicago IL,162
G17003100897,1930,Illinois,17,Cook,031,"",0897,"",Tract    0897     in Chicago IL,611
G17003100898,1930,Illinois,17,Cook,031,"",0898,"",Tract    0898     in Chicago IL,4797
G17003100899,1930,Illinois,17,Cook,031,"",0899,"",Tract    0899     in Chicago IL,7365
G17003100900,1930,Illinois,17,Cook,031,"",0900,"",Tract    0900     in Chicago IL,4507
G17003100901,1930,Illinois,17,Cook,031,"",0901,"",Tract    0901     in Chicago IL,73
G17003100902,1930,Illinois,17,Cook,031,"",0902,"",Tract    0902     in Chicago IL,660
G17003100903,1930,Illinois,17,Cook,031,"",0903,"",Tract    0903     in Chicago IL,6628
G17003100904,1930,Illinois,17,Cook,031,"",0904,"",Tract    0904     in Chicago IL,4958
G17003100905,1930,Illinois,17,Cook,031,"",0905,"",Tract    0905     in Chicago IL,4911
G17003100906,1930,Illinois,17,Cook,031,"",0906,"",Tract    0906     in Chicago IL,2700
G17003100907,1930,Illinois,17,Cook,031,"",0907,"",Tract    0907     in Chicago IL,1957
G17003100908,1930,Illinois,17,Cook,031,"",0908,"",Tract    0908     in Chicago IL,2378
G17003100909,1930,Illinois,17,Cook,031,"",0909,"",Tract    0909     in Chicago IL,2487
G17003100910,1930,Illinois,17,Cook,031,"",0910,"",Tract    0910     in Chicago IL,1947
G17003100911,1930,Illinois,17,Cook,031,"",0911,"",Tract    0911     in Chicago IL,3176
G17003100912,1930,Illinois,17,Cook,031,"",0912,"",Tract    0912     in Chicago IL,21726
G17003100913,1930,Illinois,17,Cook,031,"",0913,"",Tract    0913     in Chicago IL,3238
G17003100914,1930,Illinois,17,Cook,031,"",0914,"",Tract    0914     in Chicago IL,1275
G17003100915,1930,Illinois,17,Cook,031,"",0915,"",Tract    0915     in Chicago IL,1972
G17003100916,1930,Illinois,17,Cook,031,"",0916,"",Tract    0916     in Chicago IL,2613
G17003100917,1930,Illinois,17,Cook,031,"",0917,"",Tract    0917     in Chicago IL,4256
G17003100918,1930,Illinois,17,Cook,031,"",0918,"",Tract    0918     in Chicago IL,1301
G17003100919,1930,Illinois,17,Cook,031,"",0919,"",Tract    0919     in Chicago IL,3305
G17003100920,1930,Illinois,17,Cook,031,"",0920,"",Tract    0920     in Chicago IL,4
G17003100921,1930,Illinois,17,Cook,031,"",0921,"",Tract    0921     in Chicago IL,342
G17003100922,1930,Illinois,17,Cook,031,"",0922,"",Tract    0922     in Chicago IL,966
G17003100923,1930,Illinois,17,Cook,031,"",0923,"",Tract    0923     in Chicago IL,5756
G17003100924,1930,Illinois,17,Cook,031,"",0924,"",Tract    0924     in Chicago IL,2244
G17003100925,1930,Illinois,17,Cook,031,"",0925,"",Tract    0925     in Chicago IL,240
G17003100926,1930,Illinois,17,Cook,031,"",0926,"",Tract    0926     in Chicago IL,7018
G17003100927,1930,Illinois,17,Cook,031,"",0927,"",Tract    0927     in Chicago IL,1641
G17003100928,1930,Illinois,17,Cook,031,"",0928,"",Tract    0928     in Chicago IL,1174
G17003100929,1930,Illinois,17,Cook,031,"",0929,"",Tract    0929     in Chicago IL,2136
G17003100930,1930,Illinois,17,Cook,031,"",0930,"",Tract    0930     in Chicago IL,412
G17003100931,1930,Illinois,17,Cook,031,"",0931,"",Tract    0931     in Chicago IL,348
G17003100932,1930,Illinois,17,Cook,031,"",0932,"",Tract    0932     in Chicago IL,3189
G17003100933,1930,Illinois,17,Cook,031,"",0933,"",Tract    0933     in Chicago IL,4909
G17003100934,1930,Illinois,17,Cook,031,"",0934,"",Tract    0934     in Chicago IL,1897
G17003100935,1930,Illinois,17,Cook,031,"",0935,"",Tract    0935     in Chicago IL,1992
